"bldrgstPk","bldNm","sggNm","bjdongNm","beonji","regstrKindNm","mainPurpsNm","strctNm","totarea","flrCnt","platArea","archArea","bcRat","vlRat","etcStrct","etcRoof","pmsDay","stcnsDay","useaprDay"
"11710-21358","예일하우스","송파구","송파동","16","표제부","공동주택","철근콘크리트구조","427.07","5/0","195.1","116.26","59.59","218.9","철근콘크리트구조","경사슬라브","20010621","20020424","20021022"
"11710-13803",,"송파구","송파동","16-1","일반건축물","근린생활시설, 다가구주택(5가구)","철근콘크리트구조","941.52","5/1","271.5","162.7","59.9","285.5","철근콘크리트","연와조","19970417","19970417","19980105"
"11710-16991","은애빌라","송파구","송파동","16-2","표제부","공동주택","철근콘크리트구조","367.13","5/0","190.9","113.98","59.71","192.32","철근콘크리트구조","평스라브","20020130","20030629","20031229"
"11710-16298","레이크빌","송파구","송파동","16-3","표제부","공동주택(다세대주택)","철근콘크리트구조","524.89","5/0","264.5","156.82","59.29","198.45","철근콘크리트구조","(철근)콘크리트평스라브","20051020","20060821","20070118"
"11710-19126","송파씨티빌","송파구","송파동","16-4","표제부","공동주택","철근콘크리트구조","535.1","5/0","264.5","158.02","59.74","202.31","철근콘크리트조","평스라브","20010710","20020215","20020604"
"11710-7603","태원주택","송파구","송파동","16-5","표제부","공동주택","철근콘크리트구조","586.92","5/0","264.5","160.8","60.79","221.9","철근콘크리트조","평스라브","20011030","20011127","20020403"
"11710-22307",,"송파구","송파동","16-6","일반건축물","근린생활시설, 주택","철근콘크리트구조","817.15","4/1","357.4","177.72","49.73","180.04","철근콘크리트구조","평스라브","19860409",,"19860825"
"11710-11987",,"송파구","송파동","16-7","일반건축물","자동차관련시설","철근콘크리트구조","526.58","2/1","450.7","224.22","49.74","96.62","철근콘크리트조","평스라브","19821113","19910613","19830328"
"11710-100236283",,"송파구","송파동","16-8","표제부","다세대주택","철근콘크리트구조","420.69","6/0","191.3","117.22","61.27","219.91","철근콘크리트구조","평슬라브","20110131","20110310","20110708"
"11710-8750",,"송파구","송파동","16-9","표제부","공동주택(다세대주택)","철근콘크리트구조","400.5","5/0","191","115.89","60.68","209.69","철근콘크리트구조","(철근)콘크리트,평스라브","20020903","20030628","20040721"
"11710-11499",,"송파구","송파동","16-10","표제부","공동주택(다세대주택)","철근콘크리트구조","398.07","5/0","190.8","113.76","59.62","208.63","철근콘크리트구조","(철근)콘크리트,평스라브","20010730","20030628","20040629"
"11710-5014","서정빌라","송파구","송파동","16-11","표제부","공동주택(다세대주택)","철근콘크리트구조","383.12","5/0","191","113.8","59.58","200.58","철근콘크리트구조","(철근)콘크리트,평스라브","20020216","20030629","20040628"
"11710-11588","송파동16-12 비젼빌","송파구","송파동","16-12","표제부","공동주택","철근콘크리트구조","427.41","5/0","194.9","116.71","59.88","219.29","철근콘크리트구조","평스라브","20010712","20020509","20021113"
"11710-14351",,"송파구","송파동","16-13","표제부","공동주택(다세대주택)","철근콘크리트구조","468.82","5/0","198.4","118.8","59.87","236.3","철근콘크리트구조","(철근)콘크리트평스라브",,,"20061221"
"11710-6246",,"송파구","송파동","16-14","일반건축물","제2종근린생활시설외1","철근콘크리트구조","647.83","8/0","218.4","130.49","59.75","296.63","철근콘크리트구조","철근콘크리트 평스라브","20030620","20040415","20041030"
"11710-17165","송파동다세대주택","송파구","송파동","16-16","표제부","공동주택","철근콘크리트구조","419.53","5/0","188.4","112.32","59.62","222.68","철근콘크리트조","평스라브","20010726","20020218","20020703"
"11710-16483",,"송파구","송파동","16-17","표제부","공동주택","철근콘크리트구조","411.77","5/0","188.4","112.5","59.71","218.56","철근콘크리트조","평스라브","20010926","20020313","20020716"
"11710-23771",,"송파구","송파동","16-18","표제부","공동주택","철근콘크리트구조","443.78","5/0","188.4","112.5","59.71","235.55","철근콘크리트조","평스라브","20010809","20020425","20020808"
"11710-10777",,"송파구","송파동","16-19","표제부","공동주택","철근콘크리트구조","508.62","6/0","188.5","131.43","69.72","269.82","철근콘크리트구조","평스라브","20010410","20030227","20030723"
"11710-15056",,"송파구","송파동","16-20","표제부","공동주택","철근콘크리트구조","483.86","6/0","188.4","122","64.76","256.83","철근콘크리트구조","평스라브","20010709","20020403","20021105"
"11710-4404","Gloria(글로리아)","송파구","송파동","17","일반건축물","근린생활시설,","철근콘크리트구조","739.57","5/1","267.15","131.43","49.19","218.35","철근콘크리트조","평스라브","19900219","19900302","19910212"
"11710-11199",,"송파구","송파동","17-1","표제부","다세대주택","철근콘크리트구조","456.39","5/0","199","117.73","59.16","229.34","철근콘크리트조","평스라브","20010525","20010601","20010927"
"11710-10173",,"송파구","송파동","17-3","표제부","근린생활시설, 다가구주택","철근콘크리트구조","1413.86","6/1","371.8","211.77","56.96","325.53","철근콘크리트조","평스라브","20000315","20010314","20011224"
"11710-8137",,"송파구","송파동","17-4","일반건축물","업무시설(오피스텔)","철근콘크리트구조","694.26","6/0","231.5","138.52","59.83","299.89","철근콘크리트구조","평스라브","20010706","20020403","20040521"
"11710-22612","쉬크빌","송파구","송파동","17-5","표제부","다세대주택(8세대)","철근콘크리트구조","552.6","5/0","227.4","136.28","59.92","243","철근콘크리트조","평스라브","20010628","20010716","20011206"
"11710-21660",,"송파구","송파동","17-6","표제부","업무시설 외 1","철근콘크리트구조","690.46","6/0","230.6","136.74","59.3","299.42","철근콘크리트구조","평스라브","20010907","20030905","20041223"
"11710-23445",,"송파구","송파동","17-7","표제부","다세대주택","철근콘크리트구조","553.32","5/0","229.1","137.31","59.93","241.52","철근콘크리트구조","평슬라브","20001120","20001120","20010329"
"11710-18929","한솔빌","송파구","송파동","17-8","표제부","공동주택","철근콘크리트구조","534.51","5/0","212.1","127.09","59.91","252.01","철근콘크리트구조","평스라브","20030218","20030310","20030723"
"11710-9581",,"송파구","송파동","17-9","일반건축물","제2종근린생활시설외2","철근콘크리트구조","862.22","6/1","231.5","137.7","59.48","299.98","철근콘크리트구조","철근콘크리트 평스라브","20030506","20040319","20041020"
"11710-25291",,"송파구","송파동","17-10","일반건축물","근린생활시설","철근콘크리트구조","676.18","5/0","262.5","150.76","57.43","257.59","철근콘크리트조","평슬라브","20010411","20010511","20011123"
"11710-18080","광현빌라","송파구","송파동","17-11","표제부","다세대주택","철근콘크리트구조","490.68","5/0","201.6","119.94","59.49","243.39","철근콘크리트조","평슬라브","20001103","20001103","20010328"
"11710-19608",,"송파구","송파동","17-12","표제부","다세대주택","철근콘크리트구조","622.15","4/1","235.2","140.9","59.9","211.87","철근콘크리트조","평스라브","19980303","19980309","19980619"
"11710-17907",,"송파구","송파동","17-13","표제부","다세대주택","철근콘크리트구조","487.32","5/0","198","118.71","59.95","246.12","철근콘크리트조","평스라브","20010404","20010406","20010628"
"11710-12002",,"송파구","송파동","17-14","표제부","다세대주택(12세대)","철근콘크리트구조","487.36","5/0","198","118.72","59.96","246.14","철근콘크리트조","평스라브","20010424","20010521","20010910"
"11710-25136",,"송파구","송파동","17-15","표제부","다세대주택","철근콘크리트구조","499.2","5/0","203","121.56","59.88","245.91","철근콘크리트조","평스라브","20010522","20010809","20020111"
"11710-23078",,"송파구","송파동","17-16","표제부","공동주택","철근콘크리트구조","504.56","5/0","203.1","121.78","59.96","248.43","철근콘크리트구조","평스라브","20031015","20031112","20040507"
"11710-22390",,"송파구","송파동","17-17","일반건축물","근린생활시설","철근콘크리트구조","594.56","4/1","264.6","123.14","49.94","184.36","철근콘크리트구조","평스라브","19900319","19900321","19910318"
"11710-24192",,"송파구","송파동","18","일반건축물","제2종근린생활시설","철근콘크리트구조","494.69","7/0","166.9","87.78","52.59","296.4","철근콘크리트구조","(철근)콘크리트","20060322","20060405","20060830"
"11710-100178614","백경빌딩","송파구","송파동","18-1","일반건축물","제2종근린생활시설,다가구주택","철근콘크리트구조","494.82","7/0","167","87.78","52.56","296.3","철근콘크리트구조","철근콘크리트/평스라브","20060705","20080321","20080801"
"11710-18560","하이빌","송파구","송파동","18-2","표제부","공동주택(다세대주택)","철근콘크리트구조","448.08","5/0","180.4","108.12","59.93","248.38","철근콘크리트구조","(철근)콘크리트, 평스라브","20030731","20040420","20040729"
"11710-16863","현대타운5차","송파구","송파동","18-3","표제부","공동주택","철근콘크리트구조","530.72","5/0","219.4","130.96","59.69","241.9","철근콘크리트구조","평스라브","20020719","20021006","20030414"
"11710-5599",,"송파구","송파동","18-4","일반건축물","근린생활시설","철근콘크리트구조","556.04","5/1","162.3","96.7","59.58","286.12","철근콘크리트조, 경량철골조, 세멘벽돌조","판넬","19890703",,"19900704"
"11710-100472442",,"송파구","송파동","18-5","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","499.26","6/0","200.6","119.72","59.68","248.88","철근콘크리트구조","평스라브","20150417","20150421","20150914"
"11710-17565","서도빌라트","송파구","송파동","18-6","표제부","공동주택","철근콘크리트구조","630.6","5/0","256.3","153.36","59.84","246.04","철근콘크리트구조","평스라브","20020326","20020617","20021031"
"11710-6773",,"송파구","송파동","18-7","표제부","다세대주택","철근콘크리트구조","612.51","4/1","289.3","143.52","49.61","171.2","철근콘크리트조","평스라브","19970613","19970617","19971027"
"11710-100485492",,"송파구","송파동","18-8","표제부","도시형생활주택 및 근린생활시설","철근콘크리트구조","570.34","6/0","241.8","144.96","59.95","235.87","철근콘크리트구조","평스라브","20151230","20160226","20160912"
"11710-17733","상아빌리지","송파구","송파동","18-9","표제부","업무시설(오피스텔)","철근콘크리트구조","848.56","7/0","257.9","153.22","59.41","329.03","철근콘크리트조","평스라브","20010227","20010331","20011015"
"11710-16716","한솔파크빌","송파구","송파동","18-10","표제부","다세대주택 및 업무시설(오피스텔)","철근콘크리트구조","800.08","6/0","257.9","153.08","59.36","310.23","철근콘크리트구조","평슬라브","20011228","20020416","20020917"
